GB	Caste
GB44481	NA
GB44482	W
GB44483	NA
GB44484	NA
GB44485	NA
GB44486	NA
GB44487	NA
GB44488	NA
GB44489	NA
GB44490	NDEG
GB44491	NA
GB44492	NDEG
GB44493	NDEG
GB44494	NA
GB44495	NA
GB44496	NA
GB44498	NA
GB44499	NA
GB44500	NA
GB44501	NDEG
GB44502	NA
GB44503	NA
GB44504	NA
GB44505	NA
GB44506	NA
GB44507	NA
GB44509	NA
GB44510	NA
GB44511	NA
GB44512	NA
GB44513	NA
GB44514	NA
GB44515	NA
GB44516	NA
GB44517	NA
GB44518	NDEG
GB44519	NA
GB44520	NA
GB44521	NA
GB44523	NA
GB44524	NA
GB44526	NA
GB44527	NA
GB44528	NA
GB44529	NA
GB44530	NA
GB44531	NA
GB44532	NA
GB44533	W
GB44534	NA
GB44535	NA
GB44536	NA
GB44537	NDEG
GB44538	NA
GB44539	NA
GB44540	NA
GB44541	NDEG
GB44542	NA
GB44543	NA
GB44544	NA
GB44546	NA
GB44547	NA
GB44548	NDEG
GB44549	W
GB44550	NA
GB44551	NA
GB44552	NA
GB44553	NA
GB44554	NA
GB44555	NA
GB44556	NA
GB44557	NA
GB44558	NA
GB44559	NA
GB44560	W
GB44561	NA
GB44563	NA
GB44564	NA
GB44566	NA
GB44567	NA
GB44570	NDEG
GB44572	NA
GB44573	NDEG
GB44574	NA
GB44575	NA
GB44576	NDEG
GB44577	NA
GB44578	NA
GB44579	NA
GB44580	NDEG
GB44581	NDEG
GB44582	NA
GB44583	NA
GB44585	NA
GB44586	NA
GB44587	NA
GB44588	NA
GB44589	NA
GB44590	NA
GB44592	NA
GB44594	NA
GB44595	NA
GB44596	NA
GB44597	NA
GB44598	NA
GB44600	NA
GB44601	NA
GB44602	NA
GB44603	NA
GB44604	NA
GB44606	NA
GB44607	NA
GB44608	NA
GB44609	NA
GB44611	NA
GB44612	NA
GB44613	NA
GB44614	NA
GB44615	NDEG
GB44616	NA
GB44618	NA
GB44620	NA
GB44621	NDEG
GB44623	NA
GB44624	NA
GB44626	NA
GB44627	NA
GB44628	NA
GB44629	NA
GB44630	NA
GB44631	NA
GB44632	NA
GB44633	NA
GB44634	NA
GB44635	NA
GB44636	NA
GB44637	NA
GB44638	NA
GB44639	NA
GB44640	NA
GB44641	NA
GB44642	NA
GB44643	NA
GB44645	NA
GB44646	NA
GB44647	NA
GB44648	NDEG
GB44649	NA
GB44650	W
GB44651	NA
GB44653	NA
GB44654	NA
GB44656	NA
GB44659	NA
GB44660	NA
GB44661	NA
GB44662	NA
GB44663	NA
GB44664	NA
GB44665	NA
GB44668	NA
GB44670	NA
GB44671	NA
GB44672	NA
GB44673	NA
GB44674	NA
GB44676	NA
GB44677	NA
GB44678	NA
GB44679	NA
GB44680	NA
GB44681	NDEG
GB44682	NA
GB44683	NA
GB44684	NA
GB44685	NA
GB44686	NA
GB44687	NA
GB44688	NA
GB44689	NA
GB44690	NA
GB44692	NA
GB44693	NDEG
GB44694	NA
GB44695	NDEG
GB44697	NA
GB44698	NA
GB44699	NA
GB44700	NA
GB44701	NA
GB44702	NA
GB44703	NDEG
GB44704	NDEG
GB44705	NA
GB44706	NA
GB44707	NA
GB44708	NA
GB44709	NA
GB44710	NA
GB44711	NA
GB44712	NA
GB44713	NA
GB44714	NA
GB44717	NA
GB44718	NA
GB44721	NA
GB44722	NA
GB44723	NA
GB44725	NA
GB44726	NDEG
GB44727	NA
GB44728	NA
GB44730	NA
GB44731	NA
GB44732	NA
GB44734	NA
GB44735	NDEG
GB44738	NA
GB44739	NA
GB44740	NA
GB44742	NA
GB44743	NA
GB44744	NA
GB44745	NA
GB44746	NA
GB44747	NA
GB44749	NDEG
GB44751	NA
GB44753	NA
GB44754	NA
GB44755	NA
GB44756	NA
GB44757	NDEG
GB44758	NA
GB44759	NA
GB44760	NA
GB44761	NA
GB44762	NA
GB44763	NA
GB44764	NDEG
GB44765	NA
GB44766	NA
GB44768	NA
GB44769	NA
GB44770	NA
GB44771	NA
GB44772	NA
GB44773	NA
GB44774	NDEG
GB44775	NA
GB44776	NA
GB44777	NA
GB44779	NA
GB44780	NA
GB44781	NA
GB44782	NA
GB44783	NDEG
GB44785	NA
GB44786	NA
GB44787	NA
GB44789	NA
GB44791	NA
GB44792	NA
GB44793	NA
GB44795	NA
GB44796	NA
GB44797	NA
GB44798	NDEG
GB44799	NA
GB44800	NA
GB44802	NA
GB44803	Q
GB44804	NA
GB44805	NA
GB44808	NA
GB44810	NA
GB44811	NA
GB44812	NA
GB44826	NA
GB44828	NA
GB44829	NDEG
GB44830	NA
GB44831	NA
GB44832	NA
GB44834	NA
GB44835	NA
GB44836	NA
GB44837	NA
GB44838	NA
GB44841	NDEG
GB44842	NDEG
GB44845	NA
GB44847	W
GB44848	NA
GB44849	NA
GB44850	NA
GB44851	NA
GB44852	NA
GB44853	NA
GB44854	NA
GB44855	NA
GB44856	NA
GB44857	NA
GB44858	NA
GB44859	NA
GB44860	NA
GB44861	NA
GB44862	NA
GB44863	NA
GB44865	NA
GB44867	NA
GB44868	NA
GB44869	W
GB44870	NA
GB44871	NA
GB44873	NA
GB44875	NA
GB44876	NA
GB44877	NA
GB44878	NA
GB44879	NA
GB44880	NA
GB44881	NA
GB44882	NDEG
GB44883	NA
GB44884	NA
GB44885	NA
GB44886	NA
GB44888	NA
GB44889	NA
GB44890	NA
GB44891	NA
GB44892	NA
GB44893	NA
GB44894	NDEG
GB44895	NA
GB44896	NA
GB44897	NDEG
GB44898	NA
GB44899	NA
GB44900	NA
GB44901	NA
GB44902	NA
GB44903	NA
GB44904	NA
GB44905	NA
GB44906	NA
GB44907	NDEG
GB44909	NA
GB44910	NA
GB44911	NA
GB44912	NA
GB44913	NA
GB44914	NA
GB44915	NA
GB44917	NA
GB44918	NA
GB44920	NA
GB44921	NA
GB44922	NA
GB44923	NA
GB44924	NA
GB44926	NA
GB44927	NA
GB44928	NA
GB44929	NA
GB44930	NA
GB44931	NA
GB44932	NA
GB44933	NA
GB44934	NA
GB44935	NA
GB44936	NA
GB44937	NA
GB44938	NA
GB44939	NDEG
GB44940	NA
GB44941	NDEG
GB44942	NA
GB44943	NA
GB44944	NA
GB44945	NA
GB44946	NA
GB44947	NA
GB44948	NA
GB44949	NA
GB44950	NA
GB44954	NA
GB44955	NA
GB44959	NA
GB44960	NA
GB44961	NA
GB44962	NA
GB44963	NA
GB44964	NA
GB44966	NDEG
GB44967	Q
GB44968	NA
GB44969	NDEG
GB44970	NA
GB44971	NA
GB44972	NA
GB44973	NA
GB44974	NA
GB44975	NA
GB44976	NA
GB44977	NA
GB44978	NA
GB44980	NDEG
GB44981	NA
GB44982	NA
GB44983	NDEG
GB44984	NA
GB44985	NA
GB44986	NA
GB44987	NA
GB44988	NDEG
GB44989	NA
GB44990	NA
GB44991	NDEG
GB44992	NA
GB44993	NA
GB44994	NA
GB44995	NA
GB44996	W
GB44997	NA
GB44998	NA
GB44999	NA
GB45000	NA
GB45001	NA
GB45004	NA
GB45005	NA
GB45008	NA
GB45009	NA
GB45010	NA
GB45011	NA
GB45012	NDEG
GB45013	NA
GB45014	NA
GB45015	NA
GB45017	NA
GB45018	NDEG
GB45019	NA
GB45020	NA
GB45023	NDEG
GB45024	NA
GB45025	NDEG
GB45027	NA
GB45028	NDEG
GB45029	NA
GB45032	NA
GB45033	NA
GB45034	NA
GB45035	NA
GB45036	NA
GB45037	NDEG
GB45038	NA
GB45039	NA
GB45040	NA
GB45041	NA
GB45042	NA
GB45044	NA
GB45046	NA
GB45047	NDEG
GB45048	NA
GB45049	NA
GB45050	NA
GB45051	NA
GB45052	NA
GB45053	NA
GB45054	NA
GB45055	NA
GB45056	NA
GB45057	NA
GB45058	NA
GB45060	NA
GB45061	NA
GB45062	NA
GB45063	NA
GB45064	NA
GB45065	NA
GB45066	NA
GB45067	NA
GB45069	NA
GB45070	NA
GB45071	NA
GB45072	NA
GB45073	NDEG
GB45074	NA
GB45075	NA
GB45076	NA
GB45077	NA
GB45078	NA
GB45079	NA
GB45080	NA
GB45081	NA
GB45082	NA
GB45083	NA
GB45084	NA
GB45085	NA
GB45086	NA
GB45087	NDEG
GB45088	NA
GB45089	NA
GB45091	NA
GB45092	NA
GB45093	NA
GB45094	NA
GB45095	NA
GB45096	NA
GB45098	NA
GB45099	NDEG
GB45100	NA
GB45101	NA
GB45102	NA
GB45103	NA
GB45105	NA
GB45106	NA
GB45107	NA
GB45108	NA
GB45110	NA
GB45111	NA
GB45112	NA
GB45113	NDEG
GB45114	NA
GB45117	NA
GB45119	W
GB45120	NA
GB45122	NA
GB45123	NA
GB45125	NA
GB45126	NA
GB45127	NDEG
GB45128	NDEG
GB45129	NA
GB45130	NA
GB45131	NA
GB45133	NA
GB45134	NA
GB45135	NA
GB45137	W
GB45138	NA
GB45139	NA
GB45140	NDEG
GB45141	NA
GB45142	NA
GB45143	NA
GB45144	NA
GB45145	NDEG
GB45146	NA
GB45147	NDEG
GB45148	NDEG
GB45150	NA
GB45151	NA
GB45152	NA
GB45153	NDEG
GB45154	NA
GB45155	NA
GB45156	NA
GB45157	NA
GB45158	NA
GB45159	NA
GB45160	NA
GB45161	NA
GB45162	NA
GB45164	NA
GB45165	NA
GB45166	NA
GB45169	NDEG
GB45170	NA
GB45171	NA
GB45172	NA
GB45173	NA
GB45174	NA
GB45175	NA
GB45179	NDEG
GB45180	NA
GB45181	NA
GB45182	NA
GB45183	NA
GB45184	NA
GB45185	NDEG
GB45186	NA
GB45187	NA
GB45188	NA
GB45189	NA
GB45190	NA
GB45191	NA
GB45192	NA
GB45193	NDEG
GB45194	NA
GB45195	NA
GB45196	NA
GB45197	NA
GB45198	NA
GB45199	NA
GB45201	NA
GB45202	NA
GB45205	NA
GB45207	NDEG
GB45208	NA
GB45209	NA
GB45211	NA
GB45212	NA
GB45213	NA
GB45214	NA
GB45215	NA
GB45216	NA
GB45218	NA
GB45220	NA
GB45221	NDEG
GB45223	NA
GB45224	NA
GB45225	NDEG
GB45227	NA
GB45228	NA
GB45229	NA
GB45230	NA
GB45232	NA
GB45233	NA
GB45235	NA
GB45236	NA
GB45237	NA
GB45238	NA
GB45239	NA
GB45240	NA
GB45241	NA
GB45242	NA
GB45243	NA
GB45244	NA
GB45246	NA
GB45247	NDEG
GB45248	NA
GB45249	NA
GB45250	NA
GB45251	NA
GB45252	NA
GB45254	NDEG
GB45255	NA
GB45256	NA
GB45257	NA
GB45258	Q
GB45259	NA
GB45260	NA
GB45261	NDEG
GB45263	NDEG
GB45264	NA
GB45265	NDEG
GB45266	NA
GB45267	NDEG
GB45269	NA
GB45270	NA
GB45271	NA
GB45272	NA
GB45273	NA
GB45274	NA
GB45275	NA
GB45277	NDEG
GB45278	NA
GB45279	NA
GB45280	NDEG
GB45281	NA
GB45282	NA
GB45283	NA
GB45284	NDEG
GB45285	NDEG
GB45286	NDEG
GB45287	NA
GB45288	NA
GB45291	NA
GB45292	NA
GB45293	NA
GB45294	NA
GB45295	NA
GB45296	NA
GB45297	NA
GB45298	NA
GB45299	NA
GB45300	NA
GB45303	NDEG
GB45304	NA
GB45305	NA
GB45306	NA
GB45307	NDEG
GB45311	NA
GB45312	NA
GB45313	NA
GB45314	NA
GB45315	NA
GB45316	NA
GB45317	NA
GB45318	NA
GB45319	NA
GB45320	NA
GB45321	NA
GB45324	NA
GB45325	NA
GB45332	NA
GB45334	NDEG
GB45335	NA
GB45336	NA
GB45337	NA
GB45339	NA
GB45340	NDEG
GB45341	NA
GB45342	NA
GB45343	NA
GB45344	NDEG
GB45345	NA
GB45348	NDEG
GB45349	NA
GB45350	NA
GB45351	NA
GB45352	NA
GB45353	NA
GB45354	NDEG
GB45355	NA
GB45356	NA
GB45357	NA
GB45358	NA
GB45359	NA
GB45360	NDEG
GB45361	NA
GB45362	NA
GB45363	NA
GB45364	NA
GB45365	NA
GB45366	NA
GB45367	NDEG
GB45368	NDEG
GB45369	NDEG
GB45370	NA
GB45371	NA
GB45372	NA
GB45373	NA
GB45374	NA
GB45375	NA
GB45376	NA
GB45377	NDEG
GB45378	NA
GB45380	NA
GB45381	NA
GB45382	NA
GB45383	NA
GB45386	NA
GB45387	NA
GB45388	NA
GB45389	NA
GB45390	NA
GB45391	NA
GB45392	NA
GB45393	NA
GB45394	NA
GB45395	NA
GB45396	NA
GB45397	NA
GB45399	NDEG
GB45400	NDEG
GB45401	NA
GB45402	NA
GB45403	NA
GB45404	NDEG
GB45405	NA
GB45406	NA
GB45408	NA
GB45410	NA
GB45411	NA
GB45413	NA
GB45414	NA
GB45415	W
GB45416	NA
GB45417	NDEG
GB45418	NA
GB45419	NA
GB45420	NA
GB45421	NA
GB45422	NA
GB45423	NA
GB45424	NA
GB45425	NA
GB45426	NA
GB45427	NA
GB45429	NA
GB45430	NA
GB45431	NDEG
GB45432	NA
GB45433	NA
GB45434	NA
GB45435	NA
GB45436	NA
GB45437	NA
GB45438	NA
GB45439	NA
GB45440	NA
GB45441	NA
GB45442	NA
GB45443	NA
GB45444	NA
GB45445	NA
GB45446	NA
GB45448	NA
GB45449	NA
GB45450	NA
GB45451	NA
GB45452	NA
GB45453	NA
GB45454	NA
GB45455	NA
GB45456	NA
GB45457	NA
GB45458	NA
GB45459	NA
GB45460	NA
GB45462	NA
GB45463	NA
GB45464	NA
GB45466	NA
GB45467	NA
GB45468	NA
GB45469	NA
GB45471	NA
GB45472	NA
GB45474	NA
GB45476	NA
GB45477	NA
GB45478	NA
GB45479	NA
GB45486	NA
GB45487	NA
GB45490	NDEG
GB45491	NA
GB45492	NA
GB45493	NA
GB45495	NDEG
GB45497	NDEG
GB45498	NA
GB45499	NDEG
GB45500	NA
GB45501	NA
GB45502	NA
GB45503	NA
GB45504	NA
GB45505	NA
GB45507	NA
GB45508	NA
GB45509	NA
GB45510	NA
GB45511	NA
GB45512	NDEG
GB45513	NA
GB45514	NA
GB45515	NA
GB45516	NA
GB45517	NDEG
GB45518	NA
GB45521	NA
GB45523	NA
GB45525	NA
GB45526	NDEG
GB45527	NA
GB45528	NA
GB45529	NA
GB45530	NA
GB45532	NA
GB45534	NA
GB45535	NA
GB45536	NA
GB45537	NDEG
GB45538	NA
GB45540	NA
GB45541	NA
GB45542	NA
GB45543	NA
GB45544	NA
GB45545	NA
GB45546	NA
GB45547	NA
GB45548	NA
GB45549	NA
GB45551	NA
GB45552	NA
GB45553	NA
GB45554	NA
GB45555	NA
GB45557	NA
GB45558	NDEG
GB45559	NA
GB45560	NA
GB45561	NA
GB45562	NA
GB45563	NA
GB45564	NA
GB45565	NA
GB45566	NA
GB45567	NA
GB45568	NA
GB45569	NA
GB45581	NA
GB45582	NDEG
GB45583	NA
GB45593	NA
GB45594	NA
GB45595	NA
GB45596	NDEG
GB45597	NA
GB45602	NA
GB45608	NA
GB45609	NA
GB45610	NA
GB45611	NA
GB45612	NA
GB45613	NA
GB45615	NA
GB45616	NA
GB45617	NDEG
GB45618	NA
GB45619	NA
GB45622	NA
GB45623	NA
GB45624	NA
GB45625	NA
GB45626	NA
GB45627	NA
GB45628	NA
GB45629	NA
GB45632	NA
GB45633	NA
GB45634	NA
GB45635	NA
GB45636	NA
GB45638	NA
GB45639	NA
GB45640	NA
GB45642	NA
GB45644	NA
GB45645	NA
GB45646	NA
GB45648	NA
GB45649	NA
GB45651	NA
GB45652	NA
GB45653	NA
GB45654	NDEG
GB45655	NA
GB45656	NA
GB45657	NDEG
GB45658	NA
GB45659	NA
GB45660	NA
GB45661	NA
GB45662	NA
GB45663	NA
GB45664	NA
GB45665	NA
GB45666	NA
GB45667	NA
GB45670	NDEG
GB45673	NA
GB45674	NA
GB45675	NA
GB45676	NA
GB45678	NA
GB45679	NA
GB45680	NA
GB45681	NA
GB45682	NA
GB45683	NA
GB45684	NA
GB45685	NA
GB45686	NA
GB45688	NDEG
GB45689	NA
GB45690	NDEG
GB45691	NA
GB45692	NA
GB45693	NA
GB45694	NA
GB45695	NA
GB45696	NA
GB45697	NA
GB45698	NA
GB45699	NA
GB45700	Q
GB45701	NA
GB45702	NDEG
GB45703	NA
GB45704	NA
GB45706	NA
GB45709	NA
GB45710	NA
GB45711	NA
GB45712	NA
GB45713	NA
GB45715	NA
GB45716	NDEG
GB45717	NA
GB45718	NA
GB45719	NA
GB45720	Q
GB45721	NA
GB45722	NA
GB45724	NA
GB45725	NA
GB45726	NA
GB45727	NA
GB45728	NA
GB45730	NDEG
GB45731	NA
GB45732	NA
GB45733	NA
GB45734	NA
GB45735	NA
GB45736	NDEG
GB45737	NA
GB45738	NDEG
GB45739	NDEG
GB45740	NA
GB45741	NA
GB45742	NA
GB45748	NA
GB45749	NA
GB45750	NA
GB45751	NA
GB45753	NA
GB45754	NA
GB45755	NDEG
GB45756	NA
GB45757	NA
GB45758	NDEG
GB45759	NA
GB45760	NA
GB45761	NDEG
GB45762	NA
GB45763	NDEG
GB45764	NA
GB45765	NA
GB45766	NA
GB45767	NA
GB45768	NA
GB45769	NA
GB45770	NA
GB45771	NA
GB45772	NA
GB45773	NA
GB45774	NA
GB45775	NA
GB45776	NA
GB45777	NA
GB45778	NA
GB45784	NA
GB45785	NA
GB45786	NA
GB45787	NA
GB45788	NA
GB45791	NA
GB45793	NA
GB45794	NA
GB45795	NA
GB45806	NA
GB45807	NA
GB45809	NA
GB45810	NA
GB45811	NA
GB45812	NA
GB45813	NA
GB45814	NA
GB45815	NA
GB45817	NA
GB45818	NA
GB45819	NA
GB45820	NA
GB45821	NA
GB45822	NA
GB45823	NA
GB45824	NA
GB45825	NA
GB45826	NA
GB45827	NA
GB45828	NA
GB45829	NDEG
GB45830	NA
GB45831	NDEG
GB45832	NA
GB45833	NA
GB45834	NA
GB45836	NA
GB45837	NA
GB45838	NDEG
GB45839	NA
GB45840	NA
GB45841	NA
GB45842	NA
GB45843	NA
GB45844	NA
GB45845	NA
GB45846	NA
GB45847	NA
GB45848	NA
GB45850	NA
GB45851	NDEG
GB45852	NA
GB45853	NA
GB45854	NA
GB45855	NA
GB45856	NA
GB45857	NA
GB45859	NA
GB45860	NDEG
GB45861	NA
GB45862	NA
GB45863	NA
GB45864	NDEG
GB45865	NA
GB45866	NDEG
GB45867	NA
GB45868	NA
GB45869	NA
GB45870	NA
GB45871	NA
GB45872	NA
GB45873	NA
GB45874	NA
GB45875	NA
GB45876	NA
GB45877	NA
GB45878	NA
GB45879	NA
GB45880	NA
GB45881	NA
GB45882	NA
GB45883	NA
GB45884	NDEG
GB45885	NA
GB45886	NA
GB45887	NA
GB45896	NA
GB45897	NA
GB45898	NA
GB45899	NA
GB45902	NA
GB45905	NA
GB45906	NDEG
GB45907	NDEG
GB45908	NA
GB45909	NDEG
GB45910	NDEG
GB45912	W
GB45913	NDEG
GB45918	NA
GB45919	NA
GB45923	NDEG
GB45924	NA
GB45925	NA
GB45926	NA
GB45927	NA
GB45928	NA
GB45929	NA
GB45932	NA
GB45933	NA
GB45934	NA
GB45935	NDEG
GB45937	NA
GB45938	NA
GB45939	NA
GB45940	NA
GB45941	NA
GB45942	NA
GB45943	NDEG
GB45944	NDEG
GB45945	NA
GB45946	NA
GB45947	NA
GB45948	NA
GB45949	NA
GB45950	NDEG
GB45951	NDEG
GB45952	NA
GB45953	NA
GB45954	NA
GB45955	NDEG
GB45956	NDEG
GB45957	NDEG
GB45958	NDEG
GB45961	NA
GB45962	NA
GB45967	NA
GB45968	NDEG
GB45969	NA
GB45970	NA
GB45971	NA
GB45972	NDEG
GB45973	NDEG
GB45974	NA
GB45975	NA
GB45976	NA
GB45977	NA
GB45978	NA
GB45979	NA
GB45981	NA
GB45982	NA
GB45983	NA
GB45984	NA
GB45986	NA
GB45988	NA
GB45991	NA
GB45992	NA
GB45995	NA
GB45996	NA
GB45998	NA
GB45999	NA
GB46000	NA
GB46001	NA
GB46002	NA
GB46004	NA
GB46005	NA
GB46006	NDEG
GB46007	NA
GB46008	NA
GB46011	NA
GB46012	NA
GB46013	NA
GB46014	NDEG
GB46015	NA
GB46016	NA
GB46017	NA
GB46018	NA
GB46019	NA
GB46022	NA
GB46023	NA
GB46024	NA
GB46026	NDEG
GB46027	NA
GB46028	NA
GB46029	NA
GB46030	NA
GB46031	NA
GB46032	NA
GB46034	NA
GB46035	NA
GB46036	NA
GB46038	NA
GB46039	NA
GB46040	NA
GB46041	NA
GB46042	NA
GB46043	NA
GB46044	NA
GB46045	NA
GB46046	NA
GB46047	NA
GB46048	NA
GB46050	NA
GB46051	NA
GB46052	NA
GB46053	NA
GB46054	NA
GB46055	NA
GB46056	NA
GB46057	NA
GB46059	NA
GB46060	NA
GB46061	NA
GB46062	NA
GB46064	NA
GB46065	NA
GB46066	NDEG
GB46067	NA
GB46068	NDEG
GB46069	NDEG
GB46070	NA
GB46071	NDEG
GB46073	NA
GB46074	NA
GB46076	NA
GB46077	NA
GB46080	NA
GB46081	NA
GB46082	NA
GB46084	NA
GB46086	NA
GB46087	NA
GB46088	NA
GB46089	NA
GB46091	NA
GB46095	NDEG
GB46096	NA
GB46100	NA
GB46101	NA
GB46102	NDEG
GB46103	NA
GB46112	NA
GB46113	NA
GB46114	NA
GB46115	NA
GB46118	NA
GB46119	NA
GB46120	Q
GB46121	NA
GB46122	NA
GB46123	NA
GB46124	NA
GB46126	NA
GB46127	NA
GB46128	NA
GB46129	NA
GB46130	NA
GB46131	NA
GB46132	NA
GB46133	NA
GB46134	NA
GB46139	NA
GB46140	NA
GB46141	NA
GB46142	NA
GB46143	NA
GB46144	NA
GB46145	NDEG
GB46146	NDEG
GB46147	NA
GB46148	NA
GB46149	NA
GB46150	NA
GB46151	NA
GB46156	NA
GB46160	NA
GB46164	NA
GB46165	NA
GB46167	NA
GB46168	NA
GB46169	NA
GB46170	NA
GB46171	NA
GB46172	NA
GB46173	NA
GB46174	NA
GB46175	NA
GB46177	NA
GB46178	NA
GB46179	NA
GB46180	NA
GB46182	NA
GB46183	NA
GB46184	NA
GB46185	NA
GB46186	NDEG
GB46187	NA
GB46188	NA
GB46189	NA
GB46191	NA
GB46192	NA
GB46193	NA
GB46194	NA
GB46196	NA
GB46200	NA
GB46201	NDEG
GB46202	NA
GB46203	NA
GB46204	NA
GB46206	NA
GB46209	NA
GB46210	NA
GB46211	NA
GB46212	NA
GB46213	NA
GB46214	NDEG
GB46215	NA
GB46216	NA
GB46217	Q
GB46218	NDEG
GB46219	NA
GB46222	NA
GB46223	NA
GB46224	NA
GB46225	NA
GB46227	NA
GB46229	NA
GB46230	NA
GB46231	NDEG
GB46240	NA
GB46242	NA
GB46243	NA
GB46244	NA
GB46245	NA
GB46246	NA
GB46247	NA
GB46248	NA
GB46249	NA
GB46251	NA
GB46252	NA
GB46253	NA
GB46254	NA
GB46255	NA
GB46257	NA
GB46258	NA
GB46259	NA
GB46260	NA
GB46261	NA
GB46262	NA
GB46263	NDEG
GB46264	NA
GB46265	NA
GB46266	NDEG
GB46267	NA
GB46268	NDEG
GB46270	NA
GB46271	NA
GB46272	NA
GB46273	NA
GB46274	NA
GB46275	NA
GB46276	NDEG
GB46277	NDEG
GB46282	NA
GB46284	NA
GB46285	NA
GB46286	NDEG
GB46287	NA
GB46288	NA
GB46289	NDEG
GB46290	NA
GB46291	NDEG
GB46296	NA
GB46297	NA
GB46298	NA
GB46299	NA
GB46300	NA
GB46301	NA
GB46302	NA
GB46304	NA
GB46305	NA
GB46306	NA
GB46307	NA
GB46308	NA
GB46309	NA
GB46310	NA
GB46311	NA
GB46313	NA
GB46315	NA
GB46320	NA
GB46321	NA
GB46322	NDEG
GB46324	NA
GB46325	NA
GB46327	NA
GB46328	NA
GB46329	NA
GB46330	NA
GB46332	NA
GB46333	NA
GB46334	NA
GB46335	NA
GB46336	NA
GB46337	NA
GB46338	NA
GB46339	NDEG
GB46342	NA
GB46346	NA
GB46348	NA
GB46350	NA
GB46353	NA
GB46360	NDEG
GB46361	NA
GB46362	NA
GB46363	NDEG
GB46365	NDEG
GB46366	W
GB46367	NA
GB46368	NA
GB46369	NDEG
GB46370	NA
GB46371	NA
GB46372	NA
GB46373	NA
GB46374	NA
GB46375	NA
GB46376	NDEG
GB46377	NA
GB46378	NA
GB46381	NA
GB46383	NA
GB46385	NA
GB46386	NA
GB46387	NA
GB46388	NA
GB46389	NA
GB46391	NA
GB46394	NA
GB46395	NA
GB46397	NA
GB46398	NA
GB46399	NA
GB46403	NA
GB46404	NA
GB46408	NA
GB46409	NA
GB46410	NA
GB46412	NA
GB46413	NA
GB46414	NA
GB46415	NA
GB46416	NA
GB46417	NA
GB46418	NA
GB46419	NA
GB46420	NDEG
GB46421	NA
GB46422	NDEG
GB46423	NA
GB46425	NA
GB46426	NA
GB46427	NDEG
GB46428	NA
GB46429	NDEG
GB46430	NA
GB46431	NDEG
GB46433	NA
GB46434	NA
GB46435	NA
GB46436	NA
GB46437	NA
GB46438	NA
GB46439	NA
GB46440	NA
GB46441	NA
GB46443	NA
GB46444	NA
GB46447	NA
GB46448	NA
GB46449	NA
GB46450	NA
GB46452	NA
GB46453	NA
GB46455	NA
GB46456	NA
GB46457	NA
GB46458	NA
GB46459	NA
GB46460	NA
GB46461	NA
GB46462	NDEG
GB46464	NA
GB46465	NA
GB46466	NA
GB46467	NA
GB46468	NA
GB46469	NDEG
GB46470	NA
GB46471	NA
GB46472	NA
GB46474	NA
GB46475	NA
GB46476	NA
GB46477	NA
GB46478	NA
GB46479	NA
GB46480	NA
GB46481	NDEG
GB46482	NA
GB46484	NA
GB46485	NA
GB46487	NA
GB46489	NA
GB46490	NA
GB46492	NA
GB46493	NA
GB46494	NA
GB46495	NA
GB46496	NA
GB46498	NA
GB46500	NA
GB46501	NA
GB46502	NA
GB46503	NA
GB46504	NA
GB46505	NA
GB46506	NA
GB46507	NA
GB46508	NA
GB46509	NA
GB46510	NA
GB46511	NA
GB46512	NDEG
GB46513	NA
GB46514	NDEG
GB46515	NA
GB46516	NDEG
GB46517	NA
GB46518	NA
GB46519	NA
GB46520	NDEG
GB46521	NDEG
GB46523	NA
GB46524	NA
GB46525	NA
GB46526	NA
GB46527	NA
GB46528	NA
GB46529	NA
GB46530	NA
GB46531	NA
GB46532	NA
GB46533	NA
GB46534	NDEG
GB46535	NA
GB46536	NA
GB46537	NDEG
GB46538	NA
GB46539	NA
GB46540	NA
GB46541	NA
GB46542	NA
GB46543	NA
GB46544	NA
GB46545	NA
GB46546	NA
GB46547	NA
GB46548	NA
GB46560	NA
GB46562	NA
GB46563	NA
GB46564	NDEG
GB46565	NDEG
GB46567	NA
GB46568	NA
GB46569	NDEG
GB46570	NA
GB46576	NA
GB46577	NA
GB46579	NDEG
GB46580	NA
GB46581	NA
GB46583	NDEG
GB46584	NA
GB46585	NA
GB46586	NA
GB46587	NA
GB46588	NA
GB46589	NA
GB46590	NA
GB46591	NA
GB46592	NA
GB46593	NA
GB46594	NA
GB46595	NA
GB46596	NA
GB46597	NA
GB46598	NA
GB46599	NA
GB46601	NA
GB46602	NA
GB46603	NA
GB46604	NA
GB46605	NA
GB46606	NDEG
GB46609	NA
GB46610	NA
GB46612	NA
GB46613	NA
GB46614	NA
GB46615	NA
GB46616	NA
GB46617	NDEG
GB46618	NDEG
GB46619	NA
GB46620	NA
GB46621	NA
GB46623	NA
GB46625	NA
GB46626	NA
GB46627	NDEG
GB46628	NA
GB46629	NA
GB46630	NDEG
GB46631	NA
GB46633	NA
GB46634	NA
GB46635	NDEG
GB46636	NA
GB46637	NA
GB46638	NA
GB46639	NA
GB46640	NA
GB46641	NA
GB46642	NDEG
GB46643	NA
GB46644	NA
GB46645	NA
GB46646	NA
GB46647	NA
GB46648	NA
GB46650	NA
GB46651	NA
GB46652	NA
GB46653	NA
GB46654	NA
GB46655	NA
GB46656	NA
GB46657	NA
