GB	Caste
GB48948	NA
GB48949	NDEG
GB48951	NA
GB48953	NA
GB48955	NA
GB48956	NA
GB48958	NA
GB48960	NA
GB48961	NA
GB48962	NA
GB48963	NA
GB48965	NA
GB48966	NA
GB48967	NA
GB48969	NA
GB48970	NA
GB48972	NA
GB48973	NDEG
GB48974	NA
GB48975	NA
GB48976	NA
GB48978	NA
GB48979	NA
GB48980	W
GB48981	NA
GB48982	NA
GB48983	NA
GB48984	NA
GB48985	NA
GB48986	NA
GB48987	NA
GB48988	NA
GB48989	NA
GB48990	NA
GB48991	NDEG
GB48992	NA
GB48993	NA
GB48994	NA
GB48996	Q
GB48997	NA
GB48998	NA
GB48999	NA
GB49000	NA
GB49001	NA
GB49002	NA
GB49003	NA
GB49004	NA
GB49010	NDEG
GB49012	NA
GB49013	NA
GB49014	NA
GB49015	NA
GB49017	NA
GB49018	NA
GB49019	NA
GB49020	NA
GB49021	NA
GB49022	NA
GB49024	NA
GB49025	NA
GB49026	NA
GB49027	Q
GB49028	NA
GB49029	NA
GB49030	NA
GB49031	NA
GB49032	NA
GB49033	NA
GB49034	NA
GB49035	NA
GB49036	NA
GB49037	NDEG
GB49038	NDEG
GB49039	NA
GB49040	NA
GB49041	NA
GB49042	NA
GB49043	NA
GB49044	NA
GB49045	NA
GB49046	NA
GB49047	NDEG
GB49048	NA
GB49049	NA
GB49050	NA
GB49053	NA
GB49054	NA
GB49055	NA
GB49057	NA
GB49058	NA
GB49060	NA
GB49065	NA
GB49066	NA
GB49067	NA
GB49068	NA
GB49069	NA
GB49071	NA
GB49072	NA
GB49073	NA
GB49074	NA
GB49076	NA
GB49078	NDEG
GB49079	Q
GB49080	NA
GB49081	NDEG
GB49082	NA
GB49083	NDEG
GB49084	NA
GB49085	NA
GB49086	NA
GB49087	NA
GB49089	NA
GB49090	NA
GB49091	NA
GB49093	NA
GB49094	NA
GB49095	NA
GB49096	NA
GB49097	NA
GB49098	NA
GB49099	NA
GB49100	NA
GB49101	NA
GB49102	NA
GB49104	NA
GB49105	NA
GB49106	W
GB49107	NA
GB49108	NA
GB49109	NA
GB49110	NA
GB49111	NA
GB49112	NA
GB49114	NA
GB49115	NA
GB49116	NDEG
GB49117	Q
GB49118	NA
GB49119	NA
GB49120	NA
GB49123	NA
GB49124	NA
GB49125	NA
GB49126	NA
GB49127	NA
GB49128	NA
GB49129	NDEG
GB49130	NA
GB49131	NA
GB49132	NA
GB49134	NA
GB49135	NA
GB49137	NA
GB49139	NA
GB49140	NA
GB49145	NA
GB49146	NDEG
GB49147	NDEG
GB49149	NA
GB49150	NA
GB49151	NA
GB49152	NA
GB49154	NA
GB49155	NDEG
GB49156	NA
GB49158	NDEG
GB49161	NA
GB49163	NA
GB49164	NA
GB49165	NDEG
GB49166	NA
GB49167	NA
GB49168	NDEG
GB49169	NA
GB49170	NA
GB49171	NA
GB49172	NA
GB49173	NA
GB49174	NA
GB49175	Q
GB49177	NA
GB49178	NA
GB49179	NA
GB49180	NA
GB49182	NA
GB49183	NA
GB49184	NA
GB49185	NA
GB49186	NA
GB49187	NA
GB49188	NA
GB49189	NA
GB49190	NA
GB49191	NA
GB49192	NA
GB49193	NDEG
GB49194	NA
GB49195	NA
GB49207	NA
GB49219	NA
GB49220	NA
GB49221	NA
GB49222	NA
GB49223	W
GB49226	NDEG
GB49227	NA
GB49229	NA
GB49230	NA
GB49231	NA
GB49233	NA
GB49234	NA
GB49235	NA
GB49239	NA
GB49240	NDEG
GB49242	NDEG
GB49243	NA
GB49244	NDEG
GB49245	NA
GB49246	NA
GB49248	NA
GB49249	NA
GB49250	NA
GB49255	NA
GB49259	NA
GB49260	NDEG
GB49261	NA
GB49262	NA
GB49264	NA
GB49265	NDEG
GB49267	NA
GB49268	NA
GB49269	NA
GB49272	NA
GB49273	NA
GB49275	NA
GB49276	NA
GB49277	NA
GB49278	NA
GB49279	NA
GB49280	NA
GB49281	NA
GB49282	NA
GB49283	NA
GB49284	NA
GB49285	NA
GB49289	NA
GB49290	NA
GB49296	NDEG
GB49297	NA
GB49298	NDEG
GB49299	NA
GB49301	NA
GB49303	NA
GB49304	NA
GB49305	NA
GB49306	NDEG
GB49307	NA
GB49308	NA
GB49309	NA
GB49311	NA
GB49312	NDEG
GB49313	NDEG
GB49315	NA
GB49316	NA
GB49317	NA
GB49318	NA
GB49320	NDEG
GB49321	NDEG
GB49322	NA
GB49323	NDEG
GB49324	NA
GB49325	NA
GB49326	NA
GB49327	NA
GB49328	NA
GB49329	NA
GB49330	NA
GB49331	NDEG
GB49332	NA
GB49333	NA
GB49336	NDEG
GB49337	NDEG
GB49338	NA
GB49339	NA
GB49340	NA
GB49341	NA
GB49342	NA
GB49343	NA
GB49344	NA
GB49345	NA
GB49346	NA
GB49347	NDEG
GB49348	NA
GB49349	NA
GB49350	NDEG
GB49351	NA
GB49352	NA
GB49353	NDEG
GB49354	NA
GB49355	NA
GB49356	NDEG
GB49357	NA
GB49358	NA
GB49359	NA
GB49361	NA
GB49362	NA
GB49363	NA
GB49364	NA
GB49365	NA
GB49366	NA
GB49368	NA
GB49369	NA
GB49370	NDEG
GB49371	NA
GB49372	NA
GB49373	NA
GB49375	NA
GB49376	NA
GB49377	NDEG
GB49380	NDEG
GB49381	NA
GB49382	NA
GB49383	NA
GB49384	NA
GB49385	NA
GB49386	NA
GB49388	NA
GB49389	NDEG
GB49390	NA
GB49391	NA
GB49392	NA
GB49393	NA
GB49394	NA
GB49395	NA
GB49396	NA
GB49397	NDEG
GB49398	NA
GB49399	NA
GB49400	W
GB49401	NA
GB49402	NDEG
GB49403	NA
GB49404	NA
GB49405	NA
GB49406	NA
GB49407	NA
GB49408	NA
GB49409	NA
GB49410	NA
GB49411	NA
GB49412	NA
GB49413	NA
GB49414	NA
GB49415	NA
GB49416	NA
GB49417	NA
GB49418	NA
GB49419	NA
GB49420	NA
GB49421	NA
GB49422	NA
GB49423	NA
GB49424	NA
GB49425	NA
GB49426	NDEG
GB49427	NA
GB49428	NA
GB49429	NA
GB49432	NA
GB49433	NA
GB49434	NA
GB49435	NA
GB49436	NA
GB49437	NA
GB49438	NA
GB49439	NA
GB49440	NA
GB49441	NA
GB49442	NA
GB49443	NA
GB49444	NA
GB49445	NA
GB49446	NA
GB49447	NA
GB49448	NA
GB49449	NDEG
GB49450	NDEG
GB49451	NA
GB49452	NA
GB49453	NA
GB49454	NA
GB49456	NDEG
GB49457	NA
GB49458	NA
GB49459	NA
GB49463	NA
GB49466	NA
GB49468	NA
GB49469	NA
GB49471	NDEG
GB49473	NA
GB49474	NA
GB49475	NA
GB49476	NA
GB49477	NA
GB49478	NA
GB49479	NA
GB49480	NA
GB49481	NA
GB49483	NA
GB49484	NA
GB49485	NA
GB49486	NA
GB49487	NA
GB49488	NA
GB49489	NDEG
GB49490	NDEG
GB49491	NA
GB49492	NA
GB49494	NA
GB49495	Q
GB49496	NA
GB49497	NDEG
GB49498	NDEG
GB49499	NA
GB49500	NA
GB49501	NA
GB49502	NA
GB49503	NA
GB49504	NDEG
GB49505	NA
GB49506	NA
GB49507	NA
GB49511	NA
GB49512	NA
GB49513	NA
GB49514	NA
GB49515	NA
GB49516	NA
GB49517	NA
GB49518	NA
GB49519	NA
GB49520	NA
GB49521	NDEG
GB49522	NA
GB49523	NA
GB49524	NA
GB49525	NA
GB49526	NA
GB49527	NA
GB49528	NA
GB49529	NDEG
GB49530	NA
GB49532	NA
GB49533	NA
GB49534	NDEG
GB49535	NDEG
GB49536	NA
GB49537	NA
GB49538	NA
GB49539	NA
GB49540	NA
GB49541	NA
GB49542	NA
GB49543	NDEG
GB49544	Q
GB49545	NDEG
GB49546	NA
GB49547	NA
GB49548	NDEG
GB49549	NA
GB49551	NA
GB49552	NDEG
GB49553	NA
GB49554	NA
GB49555	NA
GB49556	NA
GB49557	NA
GB49558	NA
GB49559	NA
GB49560	NA
GB49562	NDEG
GB49564	NA
GB49565	NA
GB49567	NA
GB49568	NA
GB49569	NA
GB49570	NA
GB49572	NA
GB49573	NA
GB49574	NA
GB49575	NA
GB49578	NA
GB49579	NA
GB49580	NA
GB49581	NA
GB49582	NA
GB49583	NA
GB49584	NA
GB49588	NDEG
GB49589	NA
GB49590	NA
GB49592	NA
GB49593	NA
GB49594	NA
GB49596	NA
GB49597	NDEG
GB49598	NA
GB49599	NA
GB49601	NA
GB49602	NA
GB49603	NA
GB49604	NA
GB49605	NA
GB49607	NDEG
GB49608	NA
GB49609	NDEG
GB49610	NA
GB49611	NA
GB49612	NA
GB49613	NA
GB49614	NA
GB49621	Q
GB49622	NA
GB49623	NA
GB49624	NA
GB49625	NA
GB49626	NA
GB49627	NA
GB49628	NDEG
GB49629	NDEG
GB49632	NDEG
GB49633	NA
GB49634	NA
GB49637	NA
GB49638	NA
GB49639	NA
GB49640	NDEG
GB49641	NA
GB49642	NA
GB49643	NA
GB49644	NA
GB49645	NA
GB49646	NA
GB49647	NA
GB49648	NA
GB49649	NA
GB49650	NA
GB49651	NA
GB49652	NA
GB49653	NDEG
GB49654	NA
GB49655	NA
GB49657	NA
GB49658	NA
GB49659	NA
GB49660	NA
GB49661	NA
GB49663	NA
GB49664	NA
GB49666	NA
GB49668	NA
GB49669	NA
GB49670	NA
GB49672	NA
GB49675	NA
GB49680	NA
GB49681	NA
GB49683	NA
GB49684	NA
GB49685	NA
GB49686	NA
GB49687	NA
GB49688	NA
GB49689	NA
GB49690	NA
GB49691	NA
GB49692	NA
GB49693	NA
GB49694	NA
GB49695	NA
GB49696	NA
GB49698	NA
GB49700	NA
GB49701	NA
GB49702	NA
GB49703	NA
GB49704	NA
GB49705	NDEG
GB49706	NA
GB49708	NA
GB49709	NA
GB49710	NA
GB49714	NA
GB49716	NA
GB49721	NA
GB49722	NA
GB49723	NA
GB49725	NA
GB49726	NDEG
GB49727	NA
GB49728	NA
GB49730	NA
GB49732	NA
GB49734	NA
GB49735	NA
GB49736	NA
GB49737	NA
GB49738	NA
GB49739	NA
GB49740	NA
GB49741	NA
GB49742	NA
GB49746	NA
GB49748	NA
GB49749	NA
GB49750	NDEG
GB49751	NA
GB49752	NA
GB49753	NA
GB49754	NA
GB49755	NDEG
GB49756	NA
GB49757	NA
GB49758	NA
GB49759	NA
GB49762	NA
GB49763	NA
GB49764	NA
GB49765	NA
GB49766	NA
GB49767	NA
GB49768	NA
GB49769	NA
GB49770	NA
GB49771	NA
GB49772	NA
GB49773	NDEG
GB49775	NDEG
GB49776	NA
GB49777	NA
GB49778	NDEG
GB49780	NA
GB49781	NA
GB49783	NA
GB49784	NA
GB49785	NDEG
GB49786	NA
GB49787	NA
GB49788	NA
GB49789	NA
GB49791	NA
GB49792	NA
GB49793	NA
GB49794	NA
GB49795	NA
GB49796	NA
GB49797	NA
GB49798	NA
GB49799	NA
GB49800	NA
GB49801	NA
GB49802	NA
GB49803	NA
GB49804	NA
GB49805	NA
GB49806	NA
GB49807	NA
GB49808	NA
GB49809	NA
GB49810	NA
GB49811	NDEG
GB49813	NA
GB49820	NA
GB49825	NA
GB49826	NDEG
GB49827	NA
GB49828	NA
GB49829	NA
GB49830	NA
GB49831	NA
GB49832	NA
GB49833	NA
GB49834	NA
GB49835	NA
GB49836	NDEG
GB49837	NA
GB49838	NA
GB49839	NA
GB49841	NA
GB49842	NA
GB49843	NA
GB49844	NA
GB49845	NA
GB49846	NA
GB49848	NA
GB49849	NA
GB49851	NA
GB49852	NA
GB49853	NA
GB49854	NDEG
GB49855	NA
GB49857	NA
GB49859	NA
GB49860	NA
GB49861	NA
GB49862	NDEG
GB49864	NA
GB49866	NA
GB49868	NA
GB49869	Q
GB49870	NDEG
GB49871	NDEG
GB49872	NA
GB49873	NDEG
GB49874	NA
GB49875	NA
GB49876	NDEG
GB49877	NA
GB49878	NDEG
GB49879	NA
GB49882	NA
GB49883	NA
GB49884	NDEG
GB49885	NDEG
GB49886	NDEG
GB49887	NA
GB49888	NA
GB49889	NA
GB49890	NDEG
GB49891	NDEG
GB49894	NDEG
GB49895	NA
GB49896	NA
GB49897	NA
GB49899	NA
GB49900	NA
GB49901	NA
GB49902	NDEG
GB49903	NA
GB49904	NA
GB49905	NA
GB49906	NA
GB49907	NA
GB49908	NDEG
GB49909	NA
GB49911	NA
GB49912	NA
GB49913	NA
GB49914	NA
GB49915	NA
GB49916	NA
GB49917	NA
GB49918	NA
GB49919	NA
GB49920	NA
GB49921	NDEG
GB49922	NA
GB49923	NA
GB49924	NA
GB49925	NA
GB49926	NA
GB49927	NA
GB49928	NA
GB49929	NDEG
GB49930	NA
GB49931	NA
GB49932	NA
GB49933	NA
GB49934	NDEG
GB49935	NA
GB49936	NA
GB49937	NDEG
GB49938	NA
GB49939	NA
GB49940	NA
GB49941	NA
GB49942	NDEG
GB49943	NA
GB49944	NA
GB49945	NA
GB49946	NA
GB49947	NA
GB49948	NA
GB49949	NA
GB49951	NA
GB49952	NA
GB49953	NA
GB49955	NDEG
GB49956	NDEG
GB49957	NA
GB49958	NA
GB49959	NA
GB49960	NA
GB49961	NA
GB49962	NA
GB49963	NDEG
GB49965	NA
GB49966	NA
GB49967	NDEG
GB49969	NA
GB49970	NDEG
GB49971	NA
GB49972	NA
GB49973	NA
GB49974	NDEG
GB49975	NA
GB49976	NA
GB49977	NA
GB49979	NDEG
GB49981	NA
GB49982	NA
GB49983	NA
GB49984	NA
GB49985	NA
GB49986	NA
GB49987	NA
GB49988	NA
GB49989	NA
GB49990	W
GB49991	NA
GB49992	NA
GB49993	NA
GB49994	NA
GB49995	NA
GB49996	NA
GB49997	NA
GB49998	NA
GB49999	NDEG
GB50000	NA
GB50001	NA
GB50003	NA
GB50004	NA
GB50005	NA
GB50006	NA
GB50007	NA
GB50008	NA
GB50009	NA
GB50010	NA
GB50011	NDEG
GB50012	NA
GB50013	NDEG
GB50014	NA
GB50015	NA
GB50016	NA
GB50017	NA
GB50018	NA
GB50020	NA
GB50021	NA
GB50022	NA
GB50023	NA
GB50024	NA
GB50025	NA
GB50026	Q
GB50027	NA
GB50028	NA
GB50029	NA
GB50030	NA
GB50031	NA
GB50032	NA
GB50033	NA
GB50034	NA
GB50036	NA
GB50037	NDEG
GB50038	NDEG
GB50039	NA
GB50040	NA
GB50041	NA
GB50042	NDEG
GB50043	NA
GB50044	NA
GB50045	NA
GB50047	NA
GB50048	NA
GB50049	NA
GB50050	NA
GB50051	NA
GB50052	NA
GB50053	NA
GB50054	NA
GB50055	NA
GB50056	NA
GB50057	NDEG
GB50058	NA
GB50059	NA
GB50060	NA
GB50061	NA
GB50062	NA
GB50063	NA
GB50064	NA
GB50065	NDEG
GB50066	NA
GB50067	NA
GB50068	NA
GB50069	NA
GB50070	NA
GB50071	NA
GB50072	NA
GB50073	NA
GB50074	NA
GB50075	NA
GB50076	NDEG
GB50077	NA
GB50078	NA
GB50079	NA
GB50081	NA
GB50082	NA
GB50083	NA
GB50084	NA
GB50085	NA
GB50086	NA
GB50087	NA
GB50088	NA
GB50089	NA
GB50090	NA
GB50091	NA
GB50092	NA
GB50093	NA
GB50094	NA
GB50095	NA
GB50096	NA
GB50097	NA
GB50098	NDEG
GB50099	W
GB50100	NA
GB50101	NDEG
GB50102	NA
GB50103	NA
GB50104	NA
GB50105	NA
GB50106	W
GB50108	NA
GB50109	NA
GB50110	NA
GB50111	NA
GB50112	NA
GB50113	NDEG
GB50114	NDEG
GB50115	NA
GB50116	NA
GB50117	NA
GB50118	NA
GB50119	NA
GB50120	NA
GB50121	NA
GB50123	NA
GB50124	NA
GB50125	NA
GB50126	NA
GB50127	NA
GB50128	NDEG
GB50129	NA
GB50130	NA
GB50131	NA
GB50132	NA
GB50133	NDEG
GB50135	NDEG
GB50136	NA
GB50137	NA
GB50138	NA
GB50140	NA
GB50141	NA
GB50142	NA
GB50144	NA
GB50145	NA
GB50146	NDEG
GB50147	NA
GB50148	NA
GB50149	NA
GB50150	NDEG
GB50151	NA
GB50153	NA
GB50156	NA
GB50157	NA
GB50158	NDEG
GB50159	NA
GB50160	NA
GB50161	NA
GB50162	NA
GB50163	NA
GB50164	NA
GB50166	NA
GB50167	NA
GB50168	NA
GB50170	NA
GB50171	NA
GB50172	NA
GB50173	NA
GB50175	NA
GB50177	NA
GB50178	NA
GB50179	NA
GB50180	NA
GB50181	NA
GB50182	NA
GB50183	NDEG
GB50184	NA
GB50186	NA
GB50188	NA
GB50189	NA
GB50190	NA
GB50191	NA
GB50192	NA
GB50193	NA
GB50194	NA
GB50195	NDEG
GB50196	NA
GB50197	NA
GB50198	NA
GB50199	NA
GB50200	NA
GB50202	NA
GB50204	NDEG
GB50206	NDEG
GB50207	NA
GB50208	NA
GB50209	NA
GB50210	NA
GB50211	NA
GB50212	NA
GB50213	NA
GB50214	NDEG
GB50215	NA
GB50216	NA
GB50217	NDEG
GB50218	NDEG
GB50219	NDEG
GB50220	NA
GB50221	NA
GB50222	NA
GB50223	NA
GB50224	NA
GB50225	NA
GB50226	NDEG
GB50227	NA
GB50228	NA
GB50229	NA
GB50230	NA
GB50231	NA
GB50232	NA
GB50233	NA
GB50235	NA
GB50236	NA
GB50237	NA
GB50238	NDEG
GB50239	NDEG
GB50241	NA
GB50242	NDEG
GB50243	NA
GB50244	NA
GB50245	NA
GB50246	NA
GB50247	NA
GB50248	NA
GB50249	NA
GB50250	NA
GB50251	NA
GB50252	NA
GB50253	NA
GB50254	NA
GB50255	NA
GB50256	NA
GB50257	NA
GB50258	NA
GB50259	NDEG
GB50261	NA
GB50262	NA
GB50264	NA
GB50265	NDEG
GB50267	NA
GB50268	NDEG
GB50269	NA
GB50270	NA
GB50271	NA
GB50272	NDEG
GB50274	NDEG
GB50275	NA
GB50276	NA
GB50277	NA
GB50278	NA
GB50280	NA
GB50281	NA
GB50282	NDEG
GB50283	NA
GB50284	NA
GB50286	NA
GB50287	NA
GB50288	NA
GB50289	NA
GB50290	NA
GB50293	NA
GB50295	NA
GB50297	NA
GB50298	NDEG
GB50299	NA
GB50300	NA
GB50301	NA
GB50302	NA
GB50303	NDEG
GB50304	NA
GB50305	NA
GB50312	NA
GB50321	NA
GB50322	NA
GB50323	NA
GB50324	NA
GB50330	NA
GB50331	NA
GB50332	NA
GB50333	NDEG
GB50334	NA
GB50335	NA
GB50336	NA
GB50337	NA
GB50338	NA
GB50339	NA
GB50340	NA
GB50341	NA
GB50342	NA
GB50343	NA
GB50344	NA
GB50345	NA
GB50346	NA
GB50347	NA
GB50348	NDEG
GB50349	NA
GB50350	NA
GB50351	NA
GB50352	NDEG
GB50353	NA
GB50354	NA
GB50355	NA
GB50356	NA
GB50357	NDEG
GB50359	NA
GB50361	NA
GB50363	NA
GB50364	NA
GB50365	NA
GB50366	NA
GB50367	NA
GB50368	NA
GB50369	NDEG
GB50370	NA
GB50371	NA
GB50372	NA
GB50373	NDEG
GB50374	NA
GB50375	NA
GB50378	NA
GB50379	NA
GB50380	NA
GB50381	NA
GB50382	NA
GB50383	NA
GB50384	NA
GB50385	NA
GB50386	NA
GB50387	NA
GB50388	NA
GB50389	NA
GB50390	NA
GB50392	NA
GB50393	NA
GB50394	NA
GB50395	NA
GB50396	NA
GB50397	NA
GB50398	NA
GB50399	NA
GB50400	NA
GB50401	NA
GB50402	NA
GB50404	NA
GB50405	NA
GB50406	NA
GB50407	NA
GB50408	NA
GB50409	NA
GB50411	NA
GB50413	NDEG
GB50414	NA
GB50415	NA
GB50416	NA
GB50418	NA
GB50420	NA
GB50421	NDEG
GB50423	Q
GB50424	NA
GB50425	NA
GB50426	NA
GB50427	NA
GB50428	NA
GB50429	NA
GB50430	NA
GB50431	NA
GB50434	NA
GB50435	NA
GB50436	NA
GB50438	NDEG
GB50439	NA
GB50440	NA
GB50441	NA
GB50442	NA
GB50443	NA
GB50446	NA
GB50447	NA
GB50448	NA
GB50449	NA
GB50450	NA
GB50451	NA
GB50452	NA
GB50453	NDEG
GB50454	NA
GB50457	NA
GB50458	NA
GB50459	NA
GB50460	NA
GB50461	NA
GB50462	NA
GB50463	NA
GB50464	NA
GB50465	NA
GB50466	NA
GB50467	NA
GB50468	NA
GB50469	NA
GB50470	NDEG
GB50471	NA
GB50472	NA
GB50473	NA
GB50474	NDEG
GB50475	NA
GB50477	NA
GB50478	NA
GB50479	NA
GB50480	NA
GB50481	NA
GB50482	NA
GB50484	NA
GB50486	NA
GB50487	NA
GB50488	NA
GB50490	NA
GB50491	NA
GB50492	NA
GB50493	NA
GB50494	NA
GB50496	NA
GB50497	NA
GB50498	NA
GB50505	NDEG
GB50506	NA
GB50507	NA
GB50508	W
GB50509	NA
GB50510	NA
GB50511	NA
GB50512	NA
GB50513	NDEG
GB50514	NA
GB50515	NA
GB50516	NDEG
GB50519	NDEG
GB50520	NA
GB50521	NA
GB50522	NDEG
GB50524	NA
GB50525	NA
GB50526	NA
GB50527	NA
GB50528	NA
GB50529	NA
GB50530	NA
GB50531	NDEG
GB50532	NA
GB50533	NA
GB50534	NA
GB50535	NA
GB50536	NA
GB50537	NA
GB50538	NDEG
GB50539	NA
GB50540	NA
GB50541	NA
GB50542	NA
GB50543	NA
GB50545	NA
GB50546	NA
GB50547	NA
GB50548	NDEG
GB50549	NA
GB50550	NA
GB50551	NA
GB50552	NA
GB50553	NA
GB50554	NA
GB50555	NA
GB50557	NA
GB50558	NA
GB50559	NA
GB50560	NA
GB50562	NA
GB50563	NA
GB50564	NA
GB50565	NA
GB50566	NA
GB50567	NA
GB50568	NA
GB50569	NA
GB50570	NA
GB50571	NA
GB50572	NA
GB50573	NA
GB50574	NA
GB50575	NA
GB50576	NA
GB50577	NA
GB50578	NA
GB50579	NA
GB50580	NA
GB50583	NA
GB50584	NA
GB50585	NA
GB50586	NA
GB50587	NA
GB50589	NA
GB50590	NA
GB50591	NA
GB50592	NA
GB50593	NA
GB50594	Q
GB50595	Q
GB50596	NA
GB50597	NA
GB50598	Q
GB50600	NA
GB50601	NA
GB50602	NA
GB50603	NA
GB50604	NA
GB50605	NA
GB50606	NA
GB50607	Q
GB50609	NDEG
GB50610	NA
GB50611	NA
GB50612	NA
GB50613	NA
GB50619	NA
GB50620	NA
GB50621	NA
GB50622	NA
GB50623	NA
GB50624	NA
GB50625	NA
GB50626	NA
GB50627	NDEG
GB50628	NA
GB50629	NA
GB50630	NA
GB50631	NA
GB50633	NDEG
GB50635	NA
GB50636	NA
GB50637	NA
GB50638	NA
GB50640	NA
GB50642	NA
GB50643	NA
GB50646	NA
GB50647	NA
GB50648	NA
GB50650	NA
GB50651	NDEG
GB50652	NDEG
GB50653	NA
GB50654	NA
GB50655	NA
GB50656	NA
GB50657	NA
GB50658	NA
GB50660	NA
GB50661	NDEG
GB50662	NDEG
GB50663	NDEG
GB50664	NA
GB50668	NA
GB50669	NA
GB50670	NA
GB50671	NA
GB50672	NA
GB50673	NA
GB50674	NA
GB50675	NA
GB50676	NA
GB50677	NA
GB50678	NA
GB50679	NA
GB50680	NA
GB50681	NA
GB50683	NDEG
GB50684	NA
GB50685	NA
GB50686	NA
GB50688	NDEG
GB50689	NA
GB50690	NDEG
GB50691	NA
GB50692	NA
GB50693	NA
GB50694	NA
GB50695	NA
GB50699	NDEG
GB50700	NDEG
GB50701	NA
GB50702	NA
GB50703	NA
GB50704	NDEG
GB50705	NA
GB50715	NA
GB50718	NA
GB50719	NA
GB50720	NA
GB50721	NA
GB50722	NA
GB50724	NA
GB50725	NA
GB50727	NA
GB50728	NDEG
GB50729	NA
GB50730	NDEG
GB50731	NA
GB50732	NA
GB50733	NA
GB50734	NA
GB50735	NA
GB50736	NA
GB50737	NA
GB50738	NA
GB50739	NA
GB50741	NA
GB50742	NA
GB50743	NA
GB50744	NA
GB50745	NA
GB50746	NA
GB50747	NA
GB50748	NA
GB50749	NA
GB50750	NDEG
GB50751	NA
GB50753	NA
GB50754	NA
GB50755	NA
GB50756	NA
GB50757	NDEG
GB50759	NA
GB50760	NA
GB50761	W
GB50762	NA
GB50763	NA
GB50764	NA
GB50766	NA
GB50767	NA
GB50768	NA
GB50769	NA
GB50770	NA
GB50772	NA
GB50773	NA
GB50775	NA
GB50776	NA
GB50777	NA
GB50778	NA
GB50779	NA
GB50780	NA
GB50781	NA
GB50782	NA
GB50783	NA
GB50784	NA
GB50785	NA
GB50786	NA
GB50787	NA
GB50788	NA
GB50789	NA
GB50791	NA
GB50792	NA
GB50794	NA
GB50795	NA
GB50796	NA
GB50799	NA
GB50800	NA
GB50801	NA
GB50803	NA
GB50804	NA
GB50805	NA
GB50806	NA
GB50807	NA
GB50808	NA
GB50809	NA
GB50810	NA
GB50811	NA
GB50812	NA
GB50813	NA
GB50814	NA
GB50815	NA
GB50816	NDEG
GB50817	NA
GB50819	NA
GB50820	NA
GB50822	NA
GB50823	NA
GB50824	NA
GB50825	NA
GB50826	NA
GB50827	NA
GB50828	NA
GB50829	NA
GB50830	NA
GB50831	NA
GB50833	NA
GB50835	NA
GB50837	NA
GB50839	NA
GB50841	NA
GB50843	NA
GB50845	NA
GB50846	NA
GB50847	NA
GB50849	NA
GB50850	NA
GB50851	NDEG
GB50852	NA
GB50853	NA
GB50854	NDEG
GB50856	NA
GB50857	NA
GB50858	NA
GB50860	NA
GB50864	NA
GB50865	NA
GB50866	NDEG
GB50867	NA
GB50868	NA
GB50869	NA
GB50870	NA
GB50871	NA
GB50872	NA
GB50873	NA
GB50874	NA
GB50875	NA
GB50876	NA
GB50877	NA
GB50878	NA
GB50880	NA
GB50881	NA
GB50882	NA
GB50883	NDEG
GB50885	NDEG
GB50886	NA
GB50887	NA
GB50888	NA
GB50889	NA
GB50890	NA
GB50891	NDEG
GB50892	NA
GB50893	NA
GB50897	NDEG
GB50898	NA
GB50899	NA
GB50900	Q
GB50901	NA
GB50902	NDEG
GB50903	NA
GB50904	NA
GB50905	NA
GB50906	NA
GB50907	NA
GB50909	NDEG
GB50911	NA
GB50912	NA
GB50914	NA
GB50915	NA
GB50916	NA
GB50917	NA
GB50918	NA
GB50919	NA
GB50920	NA
GB50921	NA
GB50922	NA
GB50923	NA
GB50924	NDEG
GB50925	NA
GB50927	NA
GB50928	NA
GB50929	NDEG
GB50930	NA
GB50931	NA
GB50932	NA
GB50933	NA
GB50934	NA
GB50935	NDEG
GB50936	NA
GB50937	NA
GB50938	NA
GB50941	NA
GB50942	NDEG
GB50943	NA
GB50944	NDEG
GB50945	NA
GB50946	NA
GB50947	NA
GB50949	NA
GB50950	NA
GB50951	NA
GB50952	NDEG
GB50953	NA
GB50954	NA
GB50955	NDEG
GB50957	NA
GB50958	NDEG
GB50959	NA
GB50960	NA
GB50961	NA
GB50962	NA
GB50963	NA
GB50964	NA
GB50965	NA
GB50966	NA
GB50967	NA
GB50968	NA
GB50969	NA
GB50970	Q
GB50971	NDEG
GB50972	NA
GB50973	NDEG
GB50974	NA
GB50975	NDEG
GB50976	NA
GB50977	NA
GB50978	NA
GB50979	NA
GB50980	NDEG
GB50981	NA
GB50984	NA
GB50985	NA
GB50986	NA
GB50987	NA
GB50988	NA
GB50990	NA
GB50993	NA
GB50994	NA
GB50995	NDEG
GB50996	NA
GB50997	NA
GB50998	NA
GB51000	NA
GB51001	NA
GB51002	NA
GB51003	NA
GB51004	NA
GB51005	NA
GB51008	NDEG
GB51009	W
GB51011	NA
GB51012	NA
GB51013	NA
GB51014	NDEG
GB51015	NDEG
GB51016	NA
GB51019	NA
GB51029	NA
GB51030	NA
GB51031	NA
GB51032	NA
GB51033	NA
GB51034	NA
GB51035	NA
GB51036	NA
GB51037	NA
GB51040	NA
GB51041	NA
GB51042	NDEG
GB51043	NDEG
GB51044	NA
GB51045	NA
GB51046	NDEG
GB51047	NA
GB51048	NA
GB51050	NA
GB51051	NA
GB51052	NA
GB51055	NA
GB51057	NA
GB51058	NDEG
